logical_table_id,physical_segment_id,filing_id,member_id,table_classification,segment_role,associated_primary_logical_table_id,continuation_of_physical_segment_id,note_reference,raw_table_title,pdf_page_start,pdf_page_end,golden_asset_path,table_identity_assertion_status,structure_assertion_status,value_assertion_count,current_period_value_assertion_count,comparative_period_value_assertion_count,restated_period_value_assertion_count,continuation_relation_status,continuation_evidence_ref,annotation_status,reviewer,review_date,annotation_change_log_id,release_blocking_status
PING_AN_2025_PRIMARY_OTHER_DEBT_INVESTMENT,PING_AN_2025_PRIMARY_OTHER_DEBT_INVESTMENT_SEGMENT_01,PING_AN_2025,other_debt_investment,PRIMARY_TABLE,LOGICAL_ROOT,,,附注八、11,11. 其他债权投资,263,263,companies/ping_an/2025/golden_values.yaml,CERTIFIED_GOLDEN,CERTIFIED_GOLDEN,20,10,10,0,NOT_APPLICABLE,,CERTIFIED_GOLDEN,Codex_Agent_Adjudicator,2026-08-04,ACL-1.1.3-PRIMARY-GOLDEN-COVERAGE,CLEAR
PING_AN_2025_PRIMARY_OTHER_EQUITY_INVESTMENT,PING_AN_2025_PRIMARY_OTHER_EQUITY_INVESTMENT_SEGMENT_01,PING_AN_2025,other_equity_investment,PRIMARY_TABLE,LOGICAL_ROOT,,,附注八、12,12. 其他权益工具投资,263,263,companies/ping_an/2025/golden_values.yaml,CERTIFIED_GOLDEN,CERTIFIED_GOLDEN,16,8,8,0,NOT_APPLICABLE,,CERTIFIED_GOLDEN,Codex_Agent_Adjudicator,2026-08-04,ACL-1.1.3-PRIMARY-GOLDEN-COVERAGE,CLEAR
CHINA_LIFE_2025_PRIMARY_FVTPL_ASSETS,CHINA_LIFE_2025_PRIMARY_FVTPL_ASSETS_SEGMENT_01,CHINA_LIFE_2025,fvtpl_assets,PRIMARY_TABLE,LOGICAL_ROOT,,,十、4,4. 交易性金融资产,167,167,companies/china_life/2025/golden_values.yaml,CERTIFIED_GOLDEN,CERTIFIED_GOLDEN,22,11,11,0,NOT_APPLICABLE,,CERTIFIED_GOLDEN,Codex_Agent_Adjudicator,2026-08-04,ACL-1.1.8-CHINA-LIFE-PRIMARY-SOURCE-COMPLETENESS,CLEAR
CHINA_LIFE_2025_PRIMARY_DEBT_INVESTMENT,CHINA_LIFE_2025_PRIMARY_DEBT_INVESTMENT_SEGMENT_01,CHINA_LIFE_2025,debt_investment,PRIMARY_TABLE,LOGICAL_ROOT,,,十、5,5. 债权投资,167,167,companies/china_life/2025/golden_values.yaml,CERTIFIED_GOLDEN,CERTIFIED_GOLDEN,16,8,8,0,NOT_APPLICABLE,,CERTIFIED_GOLDEN,Codex_Agent_Adjudicator,2026-08-04,ACL-1.1.8-CHINA-LIFE-PRIMARY-SOURCE-COMPLETENESS,CLEAR
CHINA_LIFE_2025_PRIMARY_OTHER_DEBT_INVESTMENT,CHINA_LIFE_2025_PRIMARY_OTHER_DEBT_INVESTMENT_SEGMENT_01,CHINA_LIFE_2025,other_debt_investment,PRIMARY_TABLE,LOGICAL_ROOT,,,十、6,6. 其他债权投资,168,168,companies/china_life/2025/golden_values.yaml,CERTIFIED_GOLDEN,CERTIFIED_GOLDEN,22,11,11,0,NOT_APPLICABLE,,CERTIFIED_GOLDEN,Codex_Agent_Adjudicator,2026-08-04,ACL-1.1.8-CHINA-LIFE-PRIMARY-SOURCE-COMPLETENESS,CLEAR
CHINA_LIFE_2025_PRIMARY_OTHER_EQUITY_INVESTMENT,CHINA_LIFE_2025_PRIMARY_OTHER_EQUITY_INVESTMENT_SEGMENT_01,CHINA_LIFE_2025,other_equity_investment,PRIMARY_TABLE,LOGICAL_ROOT,,,十、7,7. 其他权益工具投资,169,169,companies/china_life/2025/golden_values.yaml,CERTIFIED_GOLDEN,CERTIFIED_GOLDEN,18,9,9,0,NOT_APPLICABLE,,CERTIFIED_GOLDEN,Codex_Agent_Adjudicator,2026-08-04,ACL-1.1.8-CHINA-LIFE-PRIMARY-SOURCE-COMPLETENESS,CLEAR
NEW_CHINA_LIFE_2023_SUPPLEMENTARY_DEBT_ECL_2023,NEW_CHINA_LIFE_2023_SUPPLEMENTARY_DEBT_ECL_2023_SEGMENT_01,NEW_CHINA_LIFE_2023,debt_investment,SUPPLEMENTARY_TABLE,INDEPENDENT_LOGICAL_TABLE,NEW_CHINA_LIFE_2023_PRIMARY_DEBT_INVESTMENT,,附注12,12 债权投资 - 2023年度信用损失准备变动情况,188,188,companies/new_china_life/2023/supplementary_golden_values.yaml,CERTIFIED_GOLDEN,CERTIFIED_GOLDEN,24,24,0,0,NOT_APPLICABLE,Same-page period and ECL-stage reset forms an independent schedule.,CERTIFIED_GOLDEN,Codex_Agent_Adjudicator,2026-08-04,ACL-1.1.4-SUPPLEMENTARY-GOLDEN-CLOSURE,CLEAR
NEW_CHINA_LIFE_2023_SUPPLEMENTARY_OTHER_DEBT_ECL_2023,NEW_CHINA_LIFE_2023_SUPPLEMENTARY_OTHER_DEBT_ECL_2023_SEGMENT_01,NEW_CHINA_LIFE_2023,other_debt_investment,SUPPLEMENTARY_TABLE,INDEPENDENT_LOGICAL_TABLE,NEW_CHINA_LIFE_2023_PRIMARY_OTHER_DEBT_INVESTMENT,,附注13,13 其他债权投资 - 2023年度信用损失准备变动情况,189,189,companies/new_china_life/2023/supplementary_golden_values.yaml,CERTIFIED_GOLDEN,CERTIFIED_GOLDEN,20,20,0,0,NOT_APPLICABLE,Same-page period and ECL-stage reset forms an independent schedule.,CERTIFIED_GOLDEN,Codex_Agent_Adjudicator,2026-08-04,ACL-1.1.4-SUPPLEMENTARY-GOLDEN-CLOSURE,CLEAR
CHINA_LIFE_2024_SUPPLEMENTARY_DEBT_FAIR_VALUE_HIERARCHY,CHINA_LIFE_2024_SUPPLEMENTARY_DEBT_FAIR_VALUE_HIERARCHY_SEGMENT_01,CHINA_LIFE_2024,debt_investment,SUPPLEMENTARY_TABLE,INDEPENDENT_LOGICAL_TABLE,CHINA_LIFE_2024_PRIMARY_DEBT_INVESTMENT,,十一、7（续）,7. 债权投资（续）- 公允价值层级,186,186,companies/china_life/2024/supplementary_golden_values.yaml,CERTIFIED_GOLDEN,CERTIFIED_GOLDEN,16,16,0,0,NOT_APPLICABLE,Classification-axis reset creates an independent schedule before peer note 8.,CERTIFIED_GOLDEN,Codex_Agent_Adjudicator,2026-08-04,ACL-1.1.4-SUPPLEMENTARY-GOLDEN-CLOSURE,CLEAR
CHINA_LIFE_2025_SUPPLEMENTARY_DEBT_FAIR_VALUE_HIERARCHY,CHINA_LIFE_2025_SUPPLEMENTARY_DEBT_FAIR_VALUE_HIERARCHY_SEGMENT_01,CHINA_LIFE_2025,debt_investment,SUPPLEMENTARY_TABLE,INDEPENDENT_LOGICAL_TABLE,CHINA_LIFE_2025_PRIMARY_DEBT_INVESTMENT,,十、5（续）,5. 债权投资（续）- 2025年及2024年公允价值层级,168,168,companies/china_life/2025/supplementary_golden_values.yaml,CERTIFIED_GOLDEN,CERTIFIED_GOLDEN,32,16,16,0,NOT_APPLICABLE,One stacked two-period schedule shares one physical segment and ends before peer note 6.,CERTIFIED_GOLDEN,Codex_Agent_Adjudicator,2026-08-04,ACL-1.1.4-SUPPLEMENTARY-GOLDEN-CLOSURE,CLEAR
